"Market and Exchange Names","As of Date in Form YYMMDD","As of Date in Form YYYY-MM-DD","CFTC Contract Market Code","CFTC Market Code in Initials","CFTC Region Code","CFTC Commodity Code","Open Interest (All)","Noncommercial Positions-Long (All)","Noncommercial Positions-Short (All)","Noncommercial Positions-Spreading (All)","Commercial Positions-Long (All)","Commercial Positions-Short (All)"," Total Reportable Positions-Long (All)","Total Reportable Positions-Short (All)","Nonreportable Positions-Long (All)","Nonreportable Positions-Short (All)","Open Interest (Old)","Noncommercial Positions-Long (Old)","Noncommercial Positions-Short (Old)","Noncommercial Positions-Spreading (Old)","Commercial Positions-Long (Old)","Commercial Positions-Short (Old)","Total Reportable Positions-Long (Old)","Total Reportable Positions-Short (Old)","Nonreportable Positions-Long (Old)","Nonreportable Positions-Short (Old)","Open Interest (Other)","Noncommercial Positions-Long (Other)","Noncommercial Positions-Short (Other)","Noncommercial Positions-Spreading (Other)","Commercial Positions-Long (Other)","Commercial Positions-Short (Other)","Total Reportable Positions-Long (Other)","Total Reportable Positions-Short (Other)","Nonreportable Positions-Long (Other)","Nonreportable Positions-Short (Other)","Change in Open Interest (All)","Change in Noncommercial-Long (All)","Change in Noncommercial-Short (All)","Change in Noncommercial-Spreading (All)","Change in Commercial-Long (All)","Change in Commercial-Short (All)","Change in Total Reportable-Long (All)","Change in Total Reportable-Short (All)","Change in Nonreportable-Long (All)","Change in Nonreportable-Short (All)","% of Open Interest (OI) (All)","% of OI-Noncommercial-Long (All)","% of OI-Noncommercial-Short (All)","% of OI-Noncommercial-Spreading (All)","% of OI-Commercial-Long (All)","% of OI-Commercial-Short (All)","% of OI-Total Reportable-Long (All)","% of OI-Total Reportable-Short (All)","% of OI-Nonreportable-Long (All)","% of OI-Nonreportable-Short (All)","% of Open Interest (OI)(Old)","% of OI-Noncommercial-Long (Old)","% of OI-Noncommercial-Short (Old)","% of OI-Noncommercial-Spreading (Old)","% of OI-Commercial-Long (Old)","% of OI-Commercial-Short (Old)","% of OI-Total Reportable-Long (Old)","% of OI-Total Reportable-Short (Old)","% of OI-Nonreportable-Long (Old)","% of OI-Nonreportable-Short (Old)","% of Open Interest (OI) (Other)","% of OI-Noncommercial-Long (Other)","% of OI-Noncommercial-Short (Other)","% of OI-Noncommercial-Spreading (Other)","% of OI-Commercial-Long (Other)","% of OI-Commercial-Short (Other)","% of OI-Total Reportable-Long (Other)","% of OI-Total Reportable-Short (Other)","% of OI-Nonreportable-Long (Other)","% of OI-Nonreportable-Short (Other)","Traders-Total (All)","Traders-Noncommercial-Long (All)","Traders-Noncommercial-Short (All)","Traders-Noncommercial-Spreading (All)","Traders-Commercial-Long (All)","Traders-Commercial-Short (All)","Traders-Total Reportable-Long (All)","Traders-Total Reportable-Short (All)","Traders-Total (Old)","Traders-Noncommercial-Long (Old)","Traders-Noncommercial-Short (Old)","Traders-Noncommercial-Spreading (Old)","Traders-Commercial-Long (Old)","Traders-Commercial-Short (Old)","Traders-Total Reportable-Long (Old)","Traders-Total Reportable-Short (Old)","Traders-Total (Other)","Traders-Noncommercial-Long (Other)","Traders-Noncommercial-Short (Other)","Traders-Noncommercial-Spreading (Other)","Traders-Commercial-Long (Other)","Traders-Commercial-Short (Other)","Traders-Total Reportable-Long (Other)","Traders-Total Reportable-Short (Other)","Concentration-Gross LT = 4 TDR-Long (All)","Concentration-Gross LT =4 TDR-Short (All)","Concentration-Gross LT =8 TDR-Long (All)","Concentration-Gross LT =8 TDR-Short (All)","Concentration-Net LT =4 TDR-Long (All)","Concentration-Net LT =4 TDR-Short (All)","Concentration-Net LT =8 TDR-Long (All)","Concentration-Net LT =8 TDR-Short (All)","Concentration-Gross LT =4 TDR-Long (Old)","Concentration-Gross LT =4 TDR-Short (Old)","Concentration-Gross LT =8 TDR-Long (Old)","Concentration-Gross LT =8 TDR-Short (Old)","Concentration-Net LT =4 TDR-Long (Old)","Concentration-Net LT =4 TDR-Short (Old)","Concentration-Net LT =8 TDR-Long (Old)","Concentration-Net LT =8 TDR-Short (Old)","Concentration-Gross LT =4 TDR-Long (Other)","Concentration-Gross LT =4 TDR-Short(Other)","Concentration-Gross LT =8 TDR-Long (Other)","Concentration-Gross LT =8 TDR-Short(Other)","Concentration-Net LT =4 TDR-Long (Other)","Concentration-Net LT =4 TDR-Short (Other)","Concentration-Net LT =8 TDR-Long (Other)","Concentration-Net LT =8 TDR-Short (Other)","Contract Units","CFTC Contract Market Code (Quotes)","CFTC Market Code in Initials (Quotes)","CFTC Commodity Code (Quotes)"
"BRITISH POUND - CHICAGO MERCANTILE EXCHANGE",240102,2024-01-02,096742,CME ,00,096 ,  208030,   58753,   48496,   26451,   92596,  104723,  177800,  179670,   30231,   28360,  208030,   58753,   48496,   26451,   92596,  104723,  177800,  179670,   30231,   28360,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    1342,    -108,    1343,    1030,    2826,   -3877,    3749,   -1503,   -2407,    2845,  100.0,   28.2,   23.3,   12.7,   44.5,   50.3,   85.5,   86.4,   14.5,   13.6,  100.0,   28.2,   23.3,   12.7,   44.5,   50.3,   85.5,   86.4,   14.5,   13.6,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    111,     27,     22,     17,     35,     47,     68,     81,    111,     27,     22,     17,     35,     47,     68,     81,      0,      0,      0,      0,      0,      0,      0,      0,    23.2,    24.7,    37.8,    40.2,    18.7,    23.7,    30.2,    34.0,    23.2,    24.7,    37.8,    40.2,    18.7,    23.7,    30.2,    34.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF GBP 62,500)","096742","CME ","096 "
"JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE",240213,2024-02-13,097741,CME ,00,097 ,  333939,   55678,  170460,   24803,  207702,   90765,  288183,  286028,   45757,   47911,  333939,   55678,  170460,   24803,  207702,   90765,  288183,  286028,   45757,   47911,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,   38182,    3093,   28088,    -349,   33688,    3997,   36432,   31736,    1750,    6446,  100.0,   16.7,   51.0,    7.4,   62.2,   27.2,   86.3,   85.7,   13.7,   14.3,  100.0,   16.7,   51.0,    7.4,   62.2,   27.2,   86.3,   85.7,   13.7,   14.3,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    170,     30,     58,     18,     55,     52,     92,    121,    170,     30,     58,     18,     55,     52,     92,    121,      0,      0,      0,      0,      0,      0,      0,      0,    34.4,    24.4,    44.9,    36.9,    34.4,    24.4,    43.4,    35.7,    34.4,    24.4,    44.9,    36.9,    34.4,    24.4,    43.4,    35.7,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF JPY 12,500,000)","097741","CME ","097 "
"JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE",240206,2024-02-06,097741,CME ,00,097 ,  295757,   52585,  142372,   25152,  174014,   86768,  251751,  254292,   44006,   41465,  295757,   52585,  142372,   25152,  174014,   86768,  251751,  254292,   44006,   41465,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,   22385,   10103,   15147,    2573,   10059,    6194,   22735,   23914,    -350,   -1530,  100.0,   17.8,   48.1,    8.5,   58.8,   29.3,   85.1,   86.0,   14.9,   14.0,  100.0,   17.8,   48.1,    8.5,   58.8,   29.3,   85.1,   86.0,   14.9,   14.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    164,     35,     49,     18,     54,     51,     98,    109,    164,     35,     49,     18,     54,     51,     98,    109,      0,      0,      0,      0,      0,      0,      0,      0,    25.5,    24.5,    36.9,    37.7,    25.4,    24.5,    35.3,    35.9,    25.5,    24.5,    36.9,    37.7,    25.4,    24.5,    35.3,    35.9,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF JPY 12,500,000)","097741","CME ","097 "
"JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE",240130,2024-01-30,097741,CME ,00,097 ,  273372,   42482,  127225,   22579,  163955,   80574,  229016,  230378,   44356,   42995,  273372,   42482,  127225,   22579,  163955,   80574,  229016,  230378,   44356,   42995,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,   -5060,   -5050,    4753,   -6223,    4468,     928,   -6805,    -542,    1745,   -4518,  100.0,   15.5,   46.5,    8.3,   60.0,   29.5,   83.8,   84.3,   16.2,   15.7,  100.0,   15.5,   46.5,    8.3,   60.0,   29.5,   83.8,   84.3,   16.2,   15.7,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    160,     33,     47,     17,     55,     52,     96,    108,    160,     33,     47,     17,     55,     52,     96,    108,      0,      0,      0,      0,      0,      0,      0,      0,    26.2,    23.8,    37.7,    36.4,    26.0,    23.8,    35.9,    34.6,    26.2,    23.8,    37.7,    36.4,    26.0,    23.8,    35.9,    34.6,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF JPY 12,500,000)","097741","CME ","097 "
"JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE",240123,2024-01-23,097741,CME ,00,097 ,  278432,   47532,  122473,   28801,  159487,   79645,  235820,  230919,   42611,   47513,  278432,   47532,  122473,   28801,  159487,   79645,  235820,  230919,   42611,   47513,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,   33397,    4936,   17451,    8806,   18238,    4321,   31981,   30578,    1416,    2819,  100.0,   17.1,   44.0,   10.3,   57.3,   28.6,   84.7,   82.9,   15.3,   17.1,  100.0,   17.1,   44.0,   10.3,   57.3,   28.6,   84.7,   82.9,   15.3,   17.1,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    157,     37,     44,     23,     54,     49,    101,    106,    157,     37,     44,     23,     54,     49,    101,    106,      0,      0,      0,      0,      0,      0,      0,      0,    23.5,    22.6,    35.6,    34.9,    23.4,    22.6,    32.4,    32.7,    23.5,    22.6,    35.6,    34.9,    23.4,    22.6,    32.4,    32.7,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF JPY 12,500,000)","097741","CME ","097 "
"JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE",240116,2024-01-16,097741,CME ,00,097 ,  245035,   42596,  105022,   19995,  141249,   75325,  203840,  200341,   41195,   44694,  245035,   42596,  105022,   19995,  141249,   75325,  203840,  200341,   41195,   44694,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,   13316,    2403,    4876,    1067,   12144,    3461,   15614,    9404,   -2298,    3912,  100.0,   17.4,   42.9,    8.2,   57.6,   30.7,   83.2,   81.8,   16.8,   18.2,  100.0,   17.4,   42.9,    8.2,   57.6,   30.7,   83.2,   81.8,   16.8,   18.2,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    154,     35,     43,     21,     54,     49,    101,    101,    154,     35,     43,     21,     54,     49,    101,    101,      0,      0,      0,      0,      0,      0,      0,      0,    23.3,    22.0,    33.8,    34.2,    23.2,    22.0,    30.9,    32.0,    23.3,    22.0,    33.8,    34.2,    23.2,    22.0,    30.9,    32.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF JPY 12,500,000)","097741","CME ","097 "
"JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE",240109,2024-01-09,097741,CME ,00,097 ,  231719,   40193,  100146,   18928,  129105,   71863,  188226,  190937,   43493,   40782,  231719,   40193,  100146,   18928,  129105,   71863,  188226,  190937,   43493,   40782,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    9656,    9558,    7620,   -2299,    -166,    1796,    7094,    7117,    2562,    2539,  100.0,   17.3,   43.2,    8.2,   55.7,   31.0,   81.2,   82.4,   18.8,   17.6,  100.0,   17.3,   43.2,    8.2,   55.7,   31.0,   81.2,   82.4,   18.8,   17.6,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    146,     31,     40,     15,     53,     48,     92,     95,    146,     31,     40,     15,     53,     48,     92,     95,      0,      0,      0,      0,      0,      0,      0,      0,    24.2,    26.2,    34.8,    38.1,    23.4,    26.2,    31.0,    34.5,    24.2,    26.2,    34.8,    38.1,    23.4,    26.2,    31.0,    34.5,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF JPY 12,500,000)","097741","CME ","097 "
"JAPANESE YEN - CHICAGO MERCANTILE EXCHANGE",240102,2024-01-02,097741,CME ,00,097 ,  222063,   30635,   92526,   21226,  129271,   70068,  181132,  183820,   40931,   38243,  222063,   30635,   92526,   21226,  129271,   70068,  181132,  183820,   40931,   38243,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,   -4499,   -3445,   -2326,     855,   -1483,   -3894,   -4073,   -5365,    -426,     865,  100.0,   13.8,   41.7,    9.6,   58.2,   31.6,   81.6,   82.8,   18.4,   17.2,  100.0,   13.8,   41.7,    9.6,   58.2,   31.6,   81.6,   82.8,   18.4,   17.2,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    141,     26,     40,     14,     55,     47,     92,     90,    141,     26,     40,     14,     55,     47,     92,     90,      0,      0,      0,      0,      0,      0,      0,      0,    27.4,    24.6,    39.9,    37.3,    24.7,    24.0,    32.5,    32.1,    27.4,    24.6,    39.9,    37.3,    24.7,    24.0,    32.5,    32.1,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF JPY 12,500,000)","097741","CME ","097 "
"USD INDEX - ICE FUTURES U.S.",240213,2024-02-13,098662,ICUS,01,098 ,   32271,   21096,   19131,    2542,    4925,    8095,   28564,   29769,    3707,    2502,   32271,   21096,   19131,    2542,    4925,    8095,   28564,   29769,    3707,    2502,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    3017,    2622,    2165,     443,     141,     667,    3205,    3275,    -188,    -257,  100.0,   65.4,   59.3,    7.9,   15.3,   25.1,   88.5,   92.2,   11.5,    7.8,  100.0,   65.4,   59.3,    7.9,   15.3,   25.1,   88.5,   92.2,   11.5,    7.8,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    106,     60,     35,      8,      7,      5,     72,     44,    106,     60,     35,      8,      7,      5,     72,     44,      0,      0,      0,      0,      0,      0,      0,      0,    42.9,    36.0,    58.1,    58.8,    40.9,    36.0,    53.5,    57.3,    42.9,    36.0,    58.1,    58.8,    40.9,    36.0,    53.5,    57.3,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(U.S. DOLLAR INDEX X $1000)","098662","ICUS","098 "
"USD INDEX - ICE FUTURES U.S.",240206,2024-02-06,098662,ICUS,01,098 ,   29253,   18474,   16967,    2100,    4785,    7428,   25358,   26494,    3895,    2759,   29253,   18474,   16967,    2100,    4785,    7428,   25358,   26494,    3895,    2759,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    3468,    1236,      73,     434,     812,    2724,    2482,    3231,     986,     237,  100.0,   63.2,   58.0,    7.2,   16.4,   25.4,   86.7,   90.6,   13.3,    9.4,  100.0,   63.2,   58.0,    7.2,   16.4,   25.4,   86.7,   90.6,   13.3,    9.4,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    108,     57,     39,      9,      8,      5,     72,     47,    108,     57,     39,      9,      8,      5,     72,     47,      0,      0,      0,      0,      0,      0,      0,      0,    41.0,    33.5,    50.8,    53.3,    38.8,    33.3,    47.3,    51.0,    41.0,    33.5,    50.8,    53.3,    38.8,    33.3,    47.3,    51.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(U.S. DOLLAR INDEX X $1000)","098662","ICUS","098 "
"USD INDEX - ICE FUTURES U.S.",240130,2024-01-30,098662,ICUS,01,098 ,   25785,   17238,   16894,    1666,    3972,    4703,   22876,   23263,    2909,    2522,   25785,   17238,   16894,    1666,    3972,    4703,   22876,   23263,    2909,    2522,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    1075,     712,    1988,    -282,    1067,    -568,    1496,    1138,    -422,     -63,  100.0,   66.9,   65.5,    6.5,   15.4,   18.2,   88.7,   90.2,   11.3,    9.8,  100.0,   66.9,   65.5,    6.5,   15.4,   18.2,   88.7,   90.2,   11.3,    9.8,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    102,     51,     43,      9,      6,      4,     60,     53,    102,     51,     43,      9,      6,      4,     60,     53,      0,      0,      0,      0,      0,      0,      0,      0,    47.5,    36.5,    57.1,    52.3,    45.0,    34.5,    53.7,    50.4,    47.5,    36.5,    57.1,    52.3,    45.0,    34.5,    53.7,    50.4,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(U.S. DOLLAR INDEX X $1000)","098662","ICUS","098 "
"USD INDEX - ICE FUTURES U.S.",240123,2024-01-23,098662,ICUS,01,098 ,   24711,   16526,   14905,    1948,    2906,    5271,   21380,   22125,    3331,    2586,   24711,   16526,   14905,    1948,    2906,    5271,   21380,   22125,    3331,    2586,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    1168,    1449,    1102,     217,   -1014,      61,     652,    1380,     516,    -212,  100.0,   66.9,   60.3,    7.9,   11.8,   21.3,   86.5,   89.5,   13.5,   10.5,  100.0,   66.9,   60.3,    7.9,   11.8,   21.3,   86.5,   89.5,   13.5,   10.5,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     99,     51,     40,      9,      4,      6,     60,     50,     99,     51,     40,      9,      4,      6,     60,     50,      0,      0,      0,      0,      0,      0,      0,      0,    46.6,    37.8,    55.7,    52.6,    42.8,    35.5,    51.0,    50.1,    46.6,    37.8,    55.7,    52.6,    42.8,    35.5,    51.0,    50.1,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(U.S. DOLLAR INDEX X $1000)","098662","ICUS","098 "
"USD INDEX - ICE FUTURES U.S.",240116,2024-01-16,098662,ICUS,01,098 ,   23543,   15077,   13803,    1731,    3920,    5210,   20728,   20745,    2814,    2798,   23543,   15077,   13803,    1731,    3920,    5210,   20728,   20745,    2814,    2798,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    -366,    -964,     648,     -59,     320,    -598,    -704,      -9,     338,    -356,  100.0,   64.0,   58.6,    7.4,   16.6,   22.1,   88.0,   88.1,   12.0,   11.9,  100.0,   64.0,   58.6,    7.4,   16.6,   22.1,   88.0,   88.1,   12.0,   11.9,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     99,     48,     41,      7,      7,      5,     58,     50,     99,     48,     41,      7,      7,      5,     58,     50,      0,      0,      0,      0,      0,      0,      0,      0,    43.6,    40.5,    54.0,    57.5,    38.5,    39.9,    48.2,    55.1,    43.6,    40.5,    54.0,    57.5,    38.5,    39.9,    48.2,    55.1,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(U.S. DOLLAR INDEX X $1000)","098662","ICUS","098 "
"USD INDEX - ICE FUTURES U.S.",240109,2024-01-09,098662,ICUS,01,098 ,   23908,   16041,   13155,    1791,    3600,    5809,   21432,   20754,    2476,    3154,   23908,   16041,   13155,    1791,    3600,    5809,   21432,   20754,    2476,    3154,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     -48,      82,    -388,     405,    -541,      55,     -54,      72,       6,    -120,  100.0,   67.1,   55.0,    7.5,   15.1,   24.3,   89.6,   86.8,   10.4,   13.2,  100.0,   67.1,   55.0,    7.5,   15.1,   24.3,   89.6,   86.8,   10.4,   13.2,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     93,     44,     38,      7,      6,      8,     53,     50,     93,     44,     38,      7,      6,      8,     53,     50,      0,      0,      0,      0,      0,      0,      0,      0,    46.6,    39.8,    59.1,    57.7,    42.8,    38.5,    53.2,    53.8,    46.6,    39.8,    59.1,    57.7,    42.8,    38.5,    53.2,    53.8,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(U.S. DOLLAR INDEX X $1000)","098662","ICUS","098 "
"USD INDEX - ICE FUTURES U.S.",240102,2024-01-02,098662,ICUS,01,098 ,   23956,   15959,   13543,    1385,    4141,    5754,   21485,   20682,    2471,    3275,   23956,   15959,   13543,    1385,    4141,    5754,   21485,   20682,    2471,    3275,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,    1885,     896,    1610,      47,     870,     305,    1813,    1962,      72,     -77,  100.0,   66.6,   56.5,    5.8,   17.3,   24.0,   89.7,   86.3,   10.3,   13.7,  100.0,   66.6,   56.5,    5.8,   17.3,   24.0,   89.7,   86.3,   10.3,   13.7,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     85,     36,     39,      5,      6,      7,     45,     48,     85,     36,     39,      5,      6,      7,     45,     48,      0,      0,      0,      0,      0,      0,      0,      0,    46.9,    40.3,    62.6,    56.8,    43.1,    37.6,    58.7,    54.1,    46.9,    40.3,    62.6,    56.8,    43.1,    37.6,    58.7,    54.1,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(U.S. DOLLAR INDEX X $1000)","098662","ICUS","098 "
"EURO FX - CHICAGO MERCANTILE EXCHANGE",240213,2024-02-13,099741,CME ,00,099 ,  826601,  214787,  164439,   50149,  482054,  552370,  746990,  766958,   79611,   59643,  826601,  214787,  164439,   50149,  482054,  552370,  746990,  766958,   79611,   59643,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,   -8874,    6178,   14407,   -7479,   -6441,  -20048,   -7743,  -13121,   -1131,    4248,  100.0,   26.0,   19.9,    6.1,   58.3,   66.8,   90.4,   92.8,    9.6,    7.2,  100.0,   26.0,   19.9,    6.1,   58.3,   66.8,   90.4,   92.8,    9.6,    7.2,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    311,     81,     66,     43,    129,     99,    231,    187,    311,     81,     66,     43,    129,     99,    231,    187,      0,      0,      0,      0,      0,      0,      0,      0,    17.5,    37.9,    29.1,    53.9,    17.0,    36.7,    27.1,    51.1,    17.5,    37.9,    29.1,    53.9,    17.0,    36.7,    27.1,    51.1,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF EUR 125,000)","099741","CME ","099 "
"EURO FX - CHICAGO MERCANTILE EXCHANGE",240206,2024-02-06,099741,CME ,00,099 ,  835474,  208609,  150032,   57628,  488495,  572419,  754733,  780079,   80741,   55395,  835474,  208609,  150032,   57628,  488495,  572419,  754733,  780079,   80741,   55395,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,   16757,   -1334,   34440,    3859,   14787,  -23085,   17313,   15214,    -555,    1543,  100.0,   25.0,   18.0,    6.9,   58.5,   68.5,   90.3,   93.4,    9.7,    6.6,  100.0,   25.0,   18.0,    6.9,   58.5,   68.5,   90.3,   93.4,    9.7,    6.6,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    315,     83,     64,     43,    132,    100,    235,    187,    315,     83,     64,     43,    132,    100,    235,    187,      0,      0,      0,      0,      0,      0,      0,      0,    17.1,    38.2,    28.8,    54.9,    16.7,    37.2,    26.7,    51.8,    17.1,    38.2,    28.8,    54.9,    16.7,    37.2,    26.7,    51.8,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF EUR 125,000)","099741","CME ","099 "
"EURO FX - CHICAGO MERCANTILE EXCHANGE",240130,2024-01-30,099741,CME ,00,099 ,  818717,  209943,  115592,   53769,  473708,  595504,  737420,  764865,   81297,   53852,  818717,  209943,  115592,   53769,  473708,  595504,  737420,  764865,   81297,   53852,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,   14015,    3839,    4098,    7311,    4549,    2156,   15698,   13565,   -1684,     450,  100.0,   25.6,   14.1,    6.6,   57.9,   72.7,   90.1,   93.4,    9.9,    6.6,  100.0,   25.6,   14.1,    6.6,   57.9,   72.7,   90.1,   93.4,    9.9,    6.6,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    300,     84,     52,     40,    130,     99,    229,    176,    300,     84,     52,     40,    130,     99,    229,    176,      0,      0,      0,      0,      0,      0,      0,      0,    17.6,    39.7,    29.1,    57.0,    17.1,    38.4,    27.3,    55.0,    17.6,    39.7,    29.1,    57.0,    17.1,    38.4,    27.3,    55.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF EUR 125,000)","099741","CME ","099 "
"EURO FX - CHICAGO MERCANTILE EXCHANGE",240123,2024-01-23,099741,CME ,00,099 ,  804703,  206104,  111494,   46458,  469160,  593348,  721722,  751301,   82980,   53402,  804703,  206104,  111494,   46458,  469160,  593348,  721722,  751301,   82980,   53402,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,   -5061,   -8287,    7309,    1653,    2663,  -15947,   -3971,   -6985,   -1091,    1923,  100.0,   25.6,   13.9,    5.8,   58.3,   73.7,   89.7,   93.4,   10.3,    6.6,  100.0,   25.6,   13.9,    5.8,   58.3,   73.7,   89.7,   93.4,   10.3,    6.6,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    296,     82,     47,     35,    132,     99,    226,    169,    296,     82,     47,     35,    132,     99,    226,    169,      0,      0,      0,      0,      0,      0,      0,      0,    18.2,    39.8,    29.8,    59.1,    17.7,    38.5,    28.0,    57.1,    18.2,    39.8,    29.8,    59.1,    17.7,    38.5,    28.0,    57.1,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF EUR 125,000)","099741","CME ","099 "
"EURO FX - CHICAGO MERCANTILE EXCHANGE",240116,2024-01-16,099741,CME ,00,099 ,  809764,  214391,  104186,   44805,  466497,  609295,  725693,  758285,   84071,   51479,  809764,  214391,  104186,   44805,  466497,  609295,  725693,  758285,   84071,   51479,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,   22503,   -3833,   10112,    1392,   26019,    6421,   23578,   17925,   -1075,    4578,  100.0,   26.5,   12.9,    5.5,   57.6,   75.2,   89.6,   93.6,   10.4,    6.4,  100.0,   26.5,   12.9,    5.5,   57.6,   75.2,   89.6,   93.6,   10.4,    6.4,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    300,     84,     49,     35,    133,     98,    229,    170,    300,     84,     49,     35,    133,     98,    229,    170,      0,      0,      0,      0,      0,      0,      0,      0,    17.7,    40.2,    29.3,    60.3,    17.1,    38.7,    27.4,    58.5,    17.7,    40.2,    29.3,    60.3,    17.1,    38.7,    27.4,    58.5,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"(CONTRACTS OF EUR 125,000)","099741","CME ","099 "
